S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;poker_hand
Spades;Three;Diamonds;Jack;Spades;Jack;Spades;Four;Clubs;Eight;Two pairs
Diamonds;Ten;Hearts;Eight;Clubs;Two;Diamonds;Six;Spades;Ace;One pair
Spades;Ace;Spades;King;Spades;Queen;Hearts;Five;Spades;Six;One pair
Diamonds;Five;Spades;Ace;Diamonds;Four;Diamonds;Three;Diamonds;Seven;One pair
Hearts;Jack;Diamonds;Seven;Clubs;Eight;Hearts;Queen;Spades;Four;One pair
Hearts;Two;Clubs;Three;Spades;Five;Clubs;Two;Hearts;Five;Three of a kind
Hearts;Ten;Diamonds;Ace;Diamonds;Six;Diamonds;Two;Diamonds;Five;One pair
Hearts;Nine;Hearts;Three;Hearts;Queen;Diamonds;Four;Clubs;Six;One pair
Hearts;Six;Clubs;Nine;Hearts;Eight;Diamonds;Jack;Hearts;Three;One pair
Clubs;Queen;Spades;Two;Diamonds;Jack;Hearts;Six;Hearts;Ten;One pair
Hearts;Seven;Diamonds;Four;Diamonds;Seven;Spades;Queen;Hearts;Ace;Two pairs
Clubs;Seven;Diamonds;Nine;Hearts;Four;Spades;Seven;Clubs;Two;Two pairs
Diamonds;Eight;Spades;Eight;Hearts;Ace;Hearts;Jack;Hearts;Queen;Two pairs
Diamonds;Ace;Clubs;Nine;Hearts;Four;Clubs;Four;Spades;Three;Two pairs
Diamonds;Jack;Hearts;Three;Hearts;Five;Diamonds;Two;Hearts;Ace;One pair
Spades;King;Spades;Nine;Spades;Four;Spades;Ten;Diamonds;Ace;One pair
Spades;Queen;Clubs;Seven;Spades;Six;Clubs;Six;Clubs;King;Two pairs
Diamonds;Four;Hearts;Four;Clubs;Two;Spades;Five;Spades;Ace;Two pairs
Diamonds;Ace;Clubs;Ace;Spades;Jack;Hearts;Queen;Hearts;Five;Two pairs
Clubs;Seven;Spades;Five;Hearts;Ten;Hearts;Jack;Hearts;Six;One pair
Spades;Two;Hearts;Nine;Spades;Nine;Spades;Ace;Hearts;Eight;Two pairs
Spades;Nine;Hearts;Two;Diamonds;Four;Diamonds;Seven;Spades;Ace;One pair
Diamonds;Six;Diamonds;Ace;Diamonds;Nine;Hearts;Four;Hearts;Eight;One pair
Hearts;Eight;Diamonds;Six;Spades;Two;Hearts;King;Diamonds;Eight;Two pairs
Spades;Ten;Spades;Seven;Clubs;King;Hearts;Three;Hearts;Five;One pair
Spades;Seven;Hearts;Jack;Diamonds;Four;Spades;Four;Clubs;Queen;Two pairs
Spades;Ten;Diamonds;Three;Clubs;Queen;Spades;Four;Hearts;Ten;Two pairs
Clubs;King;Hearts;Ace;Clubs;Seven;Diamonds;Nine;Diamonds;King;Two pairs
Hearts;Nine;Spades;Seven;Spades;King;Hearts;Jack;Clubs;Jack;Two pairs
Hearts;Jack;Diamonds;Six;Hearts;King;Spades;Four;Spades;Seven;One pair
Spades;Queen;Diamonds;King;Hearts;Nine;Hearts;Ten;Clubs;Jack;Flush
Diamonds;Eight;Clubs;Three;Hearts;Four;Clubs;Seven;Clubs;Eight;Two pairs
Spades;Ten;Hearts;Nine;Clubs;Nine;Diamonds;Jack;Clubs;Queen;Two pairs
Clubs;Three;Spades;Queen;Spades;Ten;Spades;Four;Hearts;Five;One pair
Diamonds;Jack;Hearts;Queen;Hearts;Jack;Diamonds;Two;Spades;Jack;Straight
Spades;Ten;Diamonds;Nine;Spades;King;Hearts;Nine;Hearts;Four;Two pairs
Spades;Jack;Clubs;Jack;Diamonds;Two;Hearts;Nine;Diamonds;Queen;Two pairs
Spades;Ace;Diamonds;Queen;Diamonds;Ten;Diamonds;Ace;Clubs;Queen;Three of a kind
Spades;Nine;Hearts;Eight;Hearts;Ace;Hearts;Three;Hearts;King;One pair
Hearts;Ten;Clubs;Nine;Clubs;Seven;Spades;Seven;Spades;Queen;Two pairs
Clubs;Six;Hearts;Seven;Hearts;Five;Hearts;Six;Spades;Nine;Two pairs
Hearts;Six;Clubs;Two;Clubs;Eight;Hearts;Eight;Hearts;Nine;Two pairs
Diamonds;Four;Clubs;Two;Clubs;Ten;Diamonds;Eight;Clubs;Eight;Two pairs
Diamonds;Four;Spades;Four;Hearts;Nine;Clubs;Queen;Spades;Ten;Two pairs
Diamonds;Eight;Hearts;Seven;Clubs;Ten;Spades;Four;Spades;Jack;One pair
Diamonds;Ten;Hearts;Eight;Diamonds;Eight;Clubs;Queen;Spades;Seven;Two pairs
Clubs;Two;Diamonds;Two;Spades;Three;Clubs;Jack;Hearts;Seven;Two pairs
Clubs;Ace;Clubs;Six;Clubs;Seven;Spades;Seven;Clubs;Five;Two pairs
Clubs;Three;Hearts;Queen;Clubs;Ace;Diamonds;Seven;Hearts;Eight;One pair
Spades;Jack;Clubs;Jack;Spades;Two;Spades;Ace;Spades;Five;Two pairs
Diamonds;Seven;Spades;Four;Hearts;Four;Clubs;King;Spades;Three;Two pairs
Clubs;King;Hearts;Eight;Hearts;Seven;Clubs;Six;Clubs;Ten;One pair
Clubs;Four;Diamonds;Ace;Spades;Eight;Clubs;Five;Spades;King;One pair
Spades;Queen;Spades;Nine;Diamonds;Queen;Spades;Three;Clubs;King;Two pairs
Hearts;Five;Spades;Three;Hearts;Four;Clubs;Ace;Hearts;Six;One pair
Hearts;Six;Hearts;Seven;Diamonds;King;Diamonds;Queen;Spades;Three;One pair
Clubs;Six;Hearts;Five;Clubs;Ten;Clubs;Queen;Spades;Two;One pair
Spades;Ten;Hearts;Nine;Spades;King;Diamonds;Three;Spades;Six;One pair
Clubs;Four;Hearts;Seven;Diamonds;Nine;Clubs;Five;Diamonds;Queen;One pair
Hearts;Seven;Spades;Two;Diamonds;Ace;Clubs;Four;Diamonds;Nine;One pair
Clubs;King;Hearts;Ace;Spades;Ten;Diamonds;Queen;Spades;Six;One pair
Diamonds;Five;Hearts;Ace;Diamonds;King;Spades;Ace;Spades;Two;Two pairs
Hearts;Seven;Hearts;Queen;Spades;Jack;Diamonds;King;Spades;Eight;One pair
Hearts;Six;Spades;Three;Diamonds;Queen;Clubs;King;Diamonds;Nine;One pair
Hearts;Three;Hearts;King;Diamonds;Nine;Spades;Five;Spades;Four;One pair
Spades;Five;Hearts;Two;Clubs;Ten;Spades;Ten;Diamonds;Jack;Two pairs
Spades;Ten;Spades;Nine;Diamonds;Eight;Clubs;Nine;Diamonds;King;Two pairs
Spades;King;Hearts;Ten;Diamonds;Five;Spades;Nine;Spades;Ace;One pair
Diamonds;Six;Spades;Two;Clubs;Two;Spades;Five;Spades;Four;Two pairs
Spades;Six;Diamonds;King;Diamonds;Eight;Diamonds;Four;Spades;King;Two pairs
Clubs;Queen;Hearts;Nine;Hearts;Queen;Spades;Queen;Spades;Seven;Straight
Clubs;Seven;Clubs;Queen;Spades;Ten;Spades;Four;Spades;Three;One pair
Clubs;Five;Diamonds;Jack;Diamonds;Queen;Clubs;Queen;Spades;King;Two pairs
Hearts;Four;Hearts;Seven;Spades;King;Hearts;Two;Spades;Ten;One pair
Spades;Ten;Diamonds;Seven;Diamonds;King;Spades;Six;Hearts;Six;Two pairs
Diamonds;Nine;Clubs;Jack;Hearts;Three;Hearts;Five;Diamonds;Ten;One pair
Hearts;King;Clubs;Nine;Hearts;Eight;Hearts;Jack;Diamonds;Five;One pair
Diamonds;Queen;Hearts;Jack;Hearts;King;Diamonds;Ace;Clubs;Jack;Two pairs
Spades;Queen;Hearts;Seven;Spades;King;Hearts;Two;Spades;Eight;One pair
Spades;Jack;Diamonds;Two;Spades;Ace;Spades;Ten;Hearts;Queen;One pair
Spades;Queen;Diamonds;Jack;Spades;Nine;Clubs;Six;Diamonds;Ten;One pair
Diamonds;Three;Spades;Six;Clubs;Ace;Diamonds;Queen;Clubs;Four;One pair
Diamonds;King;Spades;Seven;Clubs;Five;Spades;Eight;Hearts;King;Two pairs
Diamonds;Ten;Diamonds;Nine;Diamonds;Five;Diamonds;King;Hearts;Four;One pair
Hearts;King;Hearts;Four;Hearts;Two;Clubs;Two;Spades;Ace;Two pairs
Hearts;Six;Spades;Eight;Hearts;Ten;Clubs;Ten;Diamonds;Jack;Two pairs
Spades;Ten;Hearts;Ace;Hearts;Five;Clubs;King;Hearts;Seven;One pair
Hearts;Nine;Hearts;Six;Hearts;King;Diamonds;Three;Clubs;Eight;One pair
Hearts;Seven;Spades;Queen;Spades;Six;Hearts;Ten;Diamonds;Two;One pair
Clubs;Seven;Clubs;Nine;Hearts;Eight;Hearts;Five;Diamonds;Five;Two pairs
Diamonds;Queen;Hearts;Eight;Hearts;Three;Spades;Jack;Spades;Nine;One pair
Spades;Four;Hearts;Four;Spades;Ace;Hearts;Ace;Diamonds;Seven;Three of a kind
Diamonds;Ten;Clubs;King;Spades;King;Diamonds;Eight;Spades;Eight;Three of a kind
Diamonds;Ten;Spades;Eight;Clubs;Ten;Hearts;Six;Hearts;Queen;Two pairs
Spades;Six;Clubs;Queen;Diamonds;Eight;Clubs;Four;Clubs;Two;One pair
Diamonds;Four;Clubs;Seven;Diamonds;Seven;Spades;Nine;Clubs;Four;Three of a kind
Spades;Queen;Hearts;Three;Spades;Four;Spades;Jack;Spades;Seven;One pair
Hearts;Five;Clubs;Two;Diamonds;Two;Hearts;Three;Diamonds;Jack;Two pairs
Clubs;Two;Spades;Three;Hearts;Nine;Hearts;Five;Clubs;Ten;One pair
Clubs;Ace;Hearts;Nine;Hearts;Eight;Diamonds;Four;Diamonds;Jack;One pair
Spades;Eight;Clubs;Three;Spades;Nine;Diamonds;Six;Clubs;Two;One pair
Diamonds;Four;Spades;Three;Hearts;King;Hearts;Seven;Spades;Nine;One pair
Clubs;Jack;Diamonds;Three;Spades;Jack;Hearts;King;Clubs;Six;Two pairs
Hearts;Ace;Hearts;Six;Spades;Jack;Hearts;Five;Clubs;Five;Two pairs
Hearts;Nine;Diamonds;Five;Diamonds;Three;Hearts;Six;Spades;Six;Two pairs
Spades;Jack;Diamonds;Queen;Spades;Ten;Clubs;King;Diamonds;Five;One pair
Hearts;Seven;Hearts;Six;Hearts;Ten;Diamonds;Four;Hearts;Four;Two pairs
Hearts;Ace;Hearts;Six;Spades;Five;Spades;Four;Hearts;Five;Two pairs
Hearts;Ace;Spades;Ace;Spades;Nine;Clubs;Eight;Diamonds;King;Two pairs
Spades;Ten;Hearts;Four;Hearts;Ten;Diamonds;King;Spades;Four;Three of a kind
Hearts;Two;Spades;Two;Diamonds;Two;Clubs;Jack;Spades;Nine;Straight
Clubs;Eight;Diamonds;Eight;Clubs;Seven;Diamonds;Six;Diamonds;Five;Two pairs
Diamonds;Five;Hearts;Jack;Clubs;Eight;Hearts;Two;Hearts;Six;One pair
Diamonds;Three;Spades;Nine;Hearts;Four;Hearts;Ten;Diamonds;Two;One pair
Diamonds;Three;Hearts;Two;Diamonds;King;Clubs;Ace;Spades;Eight;One pair
Clubs;King;Hearts;Ace;Diamonds;Eight;Clubs;Five;Spades;Three;One pair
Spades;Ace;Clubs;Queen;Hearts;Nine;Diamonds;Three;Hearts;Eight;One pair
Clubs;Two;Diamonds;King;Clubs;Ace;Hearts;Eight;Diamonds;Four;One pair
Spades;Four;Clubs;Three;Diamonds;Ten;Clubs;King;Clubs;Ten;Two pairs
Spades;Jack;Diamonds;Three;Hearts;Queen;Spades;Six;Spades;Five;One pair
Diamonds;Seven;Diamonds;Five;Hearts;Five;Spades;Three;Hearts;Four;Two pairs
Clubs;Two;Spades;King;Diamonds;Nine;Hearts;Three;Clubs;Jack;One pair
Spades;Jack;Clubs;Queen;Hearts;Queen;Hearts;Five;Clubs;Two;Two pairs
Hearts;Three;Spades;Two;Clubs;Nine;Spades;Ace;Clubs;Jack;One pair
Spades;Seven;Hearts;King;Hearts;Five;Hearts;Six;Hearts;Three;One pair
Clubs;Jack;Diamonds;Seven;Spades;King;Hearts;Queen;Spades;Jack;Two pairs
Diamonds;Five;Hearts;Two;Hearts;Six;Clubs;Nine;Spades;Ace;One pair
Hearts;Ten;Spades;Six;Diamonds;Queen;Clubs;Ten;Spades;Queen;Three of a kind
Diamonds;Seven;Hearts;King;Spades;Six;Clubs;Ten;Diamonds;Ten;Two pairs
Diamonds;Jack;Clubs;Ten;Clubs;Two;Clubs;Queen;Hearts;Six;One pair
Clubs;Seven;Clubs;Four;Spades;Five;Clubs;Three;Hearts;Six;Flush
Spades;Five;Spades;Queen;Clubs;Jack;Diamonds;Seven;Diamonds;Two;One pair
Diamonds;Two;Diamonds;Ace;Diamonds;Four;Clubs;Queen;Spades;Ace;Two pairs
Diamonds;Seven;Diamonds;Three;Hearts;Eight;Spades;Eight;Spades;Ace;Two pairs
Diamonds;Jack;Spades;Queen;Diamonds;Two;Spades;Three;Spades;Five;One pair
Hearts;Four;Hearts;King;Spades;Three;Spades;King;Diamonds;Two;Two pairs
Spades;King;Hearts;Four;Clubs;Five;Clubs;Queen;Diamonds;Queen;Two pairs
Clubs;Three;Spades;Three;Hearts;Two;Clubs;Ace;Diamonds;Queen;Two pairs
Clubs;Five;Clubs;Jack;Spades;Three;Hearts;Two;Diamonds;Ace;One pair
Diamonds;Jack;Clubs;Six;Clubs;Seven;Clubs;Queen;Clubs;Three;One pair
Diamonds;Four;Diamonds;Five;Diamonds;Ten;Diamonds;Two;Diamonds;Eight;Full house
Clubs;Ten;Diamonds;Ace;Spades;Seven;Hearts;Ace;Diamonds;Ten;Three of a kind
Hearts;Three;Spades;King;Hearts;Ace;Spades;Six;Diamonds;Nine;One pair
Hearts;Five;Diamonds;Seven;Hearts;Two;Spades;Seven;Spades;Three;Two pairs
Clubs;Three;Hearts;Two;Spades;King;Spades;Nine;Clubs;Ten;One pair
Hearts;Five;Diamonds;Ace;Spades;Seven;Diamonds;Six;Diamonds;King;One pair
Diamonds;Five;Hearts;Ace;Clubs;Three;Hearts;Queen;Spades;Eight;One pair
Hearts;Seven;Clubs;Two;Diamonds;Jack;Hearts;Queen;Hearts;Eight;One pair
Diamonds;Eight;Hearts;Jack;Hearts;Four;Diamonds;King;Clubs;Five;One pair
Spades;Nine;Hearts;Six;Hearts;Ace;Diamonds;Queen;Clubs;Two;One pair
Clubs;Two;Clubs;Seven;Spades;Jack;Spades;Six;Hearts;Four;One pair
Diamonds;Jack;Spades;Four;Hearts;Ten;Spades;Three;Clubs;Five;One pair
Hearts;King;Hearts;Four;Clubs;Six;Diamonds;Seven;Spades;Queen;One pair
Hearts;Seven;Spades;Two;Spades;Four;Clubs;Eight;Hearts;Jack;One pair
Hearts;Four;Diamonds;Seven;Spades;Six;Diamonds;Three;Clubs;Ace;One pair
Clubs;Ten;Hearts;Jack;Diamonds;Nine;Spades;Four;Clubs;Two;One pair
Hearts;Nine;Diamonds;Eight;Clubs;Five;Spades;Ace;Diamonds;Jack;One pair
Spades;Two;Spades;Seven;Diamonds;King;Clubs;Jack;Hearts;Ten;One pair
Diamonds;Ace;Diamonds;Two;Diamonds;Seven;Clubs;Two;Spades;Queen;Two pairs
Clubs;Two;Diamonds;Four;Diamonds;Nine;Spades;Nine;Clubs;Seven;Two pairs
Clubs;Eight;Clubs;Three;Clubs;King;Spades;Seven;Clubs;Two;One pair
Diamonds;King;Hearts;Two;Spades;Seven;Spades;Queen;Spades;Jack;One pair
Diamonds;Five;Diamonds;Three;Diamonds;King;Clubs;Ace;Diamonds;Two;One pair
Diamonds;Three;Spades;Nine;Hearts;Eight;Spades;Eight;Diamonds;Seven;Two pairs
Clubs;Three;Spades;Nine;Diamonds;Two;Diamonds;Seven;Diamonds;Ace;One pair
Diamonds;Five;Diamonds;Ace;Diamonds;Queen;Diamonds;Six;Diamonds;Eight;Full house
Clubs;Seven;Hearts;King;Diamonds;King;Clubs;Ten;Hearts;Eight;Two pairs
Hearts;Five;Spades;Seven;Spades;Six;Diamonds;King;Hearts;Ace;One pair
Clubs;Jack;Clubs;Eight;Diamonds;Five;Diamonds;Nine;Diamonds;Seven;One pair
Diamonds;Two;Clubs;Five;Spades;Queen;Diamonds;Six;Spades;Ace;One pair
Diamonds;Two;Diamonds;Ace;Spades;Six;Diamonds;Five;Spades;Jack;One pair
Clubs;Nine;Clubs;Six;Hearts;Eight;Hearts;Jack;Clubs;Four;One pair
Diamonds;Four;Hearts;Nine;Spades;Three;Diamonds;Three;Spades;King;Two pairs
Clubs;Four;Hearts;Four;Diamonds;Three;Diamonds;Ten;Hearts;Queen;Two pairs
Spades;Five;Diamonds;Ace;Hearts;Three;Hearts;Ten;Spades;Three;Two pairs
Diamonds;Seven;Clubs;Ace;Clubs;Nine;Hearts;Ten;Spades;Queen;One pair
Spades;Three;Clubs;Eight;Spades;Six;Clubs;Ten;Diamonds;Queen;One pair
Diamonds;Jack;Spades;Two;Clubs;Six;Diamonds;Ace;Hearts;Three;One pair
Hearts;Six;Diamonds;Queen;Hearts;Three;Clubs;Eight;Hearts;Jack;One pair
Spades;Jack;Hearts;Five;Diamonds;Eight;Spades;King;Clubs;Ace;One pair
Hearts;Nine;Diamonds;Queen;Hearts;Queen;Hearts;Six;Hearts;Jack;Two pairs
Spades;Two;Clubs;Three;Hearts;Three;Spades;Five;Hearts;Nine;Two pairs
Hearts;Five;Diamonds;Seven;Diamonds;Two;Hearts;Six;Clubs;Four;One pair
Spades;Seven;Spades;Queen;Spades;Eight;Diamonds;Ten;Diamonds;Four;One pair
Spades;Nine;Clubs;Ace;Hearts;Three;Hearts;Five;Hearts;Eight;One pair
Clubs;Ace;Clubs;Four;Spades;Eight;Diamonds;Seven;Spades;Nine;One pair
Spades;Ten;Clubs;Three;Diamonds;Six;Spades;King;Spades;Eight;One pair
Clubs;Ace;Clubs;Two;Hearts;Six;Diamonds;Eight;Diamonds;King;One pair
Hearts;Queen;Clubs;Jack;Diamonds;Ten;Diamonds;Six;Spades;Six;Two pairs
Clubs;Nine;Hearts;Ace;Diamonds;Four;Diamonds;Eight;Spades;King;One pair
Hearts;Eight;Clubs;Ace;Diamonds;Ace;Diamonds;Seven;Hearts;Jack;Two pairs
Clubs;Three;Spades;Seven;Hearts;Ten;Spades;Two;Spades;King;One pair
Hearts;King;Hearts;Ten;Spades;Ace;Hearts;Two;Spades;Ten;Two pairs
Diamonds;Queen;Clubs;Nine;Hearts;Three;Spades;Three;Diamonds;Ace;Two pairs
Diamonds;Seven;Diamonds;Jack;Clubs;Six;Spades;Six;Clubs;Ten;Two pairs
Clubs;Five;Clubs;Ten;Spades;Ace;Spades;Queen;Spades;Seven;One pair
Clubs;Jack;Spades;Eight;Clubs;Queen;Clubs;Six;Diamonds;King;One pair
Clubs;Jack;Clubs;Eight;Clubs;Seven;Hearts;Ace;Clubs;Queen;One pair
Spades;Nine;Spades;Four;Clubs;King;Clubs;Three;Spades;King;Two pairs
Clubs;Six;Spades;Ten;Clubs;Nine;Spades;Two;Hearts;Queen;One pair
Spades;Two;Hearts;King;Diamonds;King;Clubs;Queen;Hearts;Five;Two pairs
Clubs;Queen;Diamonds;Three;Spades;Five;Spades;Six;Hearts;Two;One pair
Clubs;Ten;Clubs;Four;Diamonds;Two;Clubs;Ace;Hearts;Jack;One pair
Hearts;Three;Spades;Three;Clubs;Ten;Clubs;Nine;Diamonds;Five;Two pairs
Diamonds;Ten;Spades;Two;Clubs;Six;Spades;Five;Hearts;Three;One pair
Hearts;Three;Hearts;Five;Clubs;Nine;Hearts;Queen;Clubs;Queen;Two pairs
Hearts;Three;Hearts;King;Spades;Ace;Clubs;Nine;Spades;Five;One pair
Clubs;Five;Spades;Nine;Diamonds;Eight;Hearts;Five;Clubs;Three;Two pairs
Clubs;Three;Clubs;Nine;Spades;Seven;Hearts;Six;Hearts;Eight;One pair
Clubs;Four;Diamonds;Jack;Clubs;Ten;Hearts;Two;Diamonds;Five;One pair
Hearts;Ten;Hearts;Queen;Diamonds;Seven;Clubs;Four;Clubs;King;One pair
Diamonds;Two;Diamonds;Seven;Diamonds;Nine;Hearts;Eight;Clubs;Ten;One pair
Diamonds;Seven;Spades;Two;Spades;Seven;Diamonds;Four;Clubs;Ace;Two pairs
Hearts;Four;Clubs;Queen;Diamonds;King;Clubs;Three;Diamonds;Eight;One pair
Clubs;Five;Diamonds;Five;Spades;Jack;Diamonds;Three;Hearts;Eight;Two pairs
Diamonds;Three;Clubs;Jack;Hearts;Two;Hearts;Five;Clubs;Queen;One pair
Hearts;Seven;Hearts;Three;Clubs;Nine;Spades;Ace;Diamonds;Two;One pair
Spades;King;Hearts;Two;Diamonds;Six;Clubs;Eight;Hearts;Ten;One pair
Hearts;Ten;Clubs;Six;Hearts;Queen;Diamonds;Five;Spades;Five;Two pairs
Spades;King;Spades;Seven;Hearts;Ten;Diamonds;Eight;Spades;Ace;One pair
Clubs;Ace;Clubs;Five;Clubs;Six;Diamonds;Nine;Diamonds;Three;One pair
Diamonds;Two;Clubs;Four;Diamonds;Seven;Clubs;Ace;Spades;Six;One pair
Diamonds;Queen;Hearts;Nine;Diamonds;Ten;Hearts;Seven;Diamonds;Nine;Two pairs
Spades;Six;Diamonds;Jack;Clubs;Four;Clubs;Jack;Clubs;Six;Three of a kind
Hearts;Seven;Hearts;Ten;Clubs;Eight;Diamonds;Queen;Clubs;King;One pair
Clubs;King;Diamonds;Eight;Clubs;Five;Clubs;Two;Diamonds;Four;One pair
Spades;Eight;Hearts;Seven;Spades;Four;Hearts;Queen;Hearts;Two;One pair
Clubs;Four;Spades;Ten;Spades;Three;Hearts;Queen;Hearts;Two;One pair
Clubs;Six;Hearts;Jack;Clubs;Four;Spades;Ace;Clubs;Five;One pair
Diamonds;Eight;Spades;Two;Spades;Eight;Clubs;Jack;Diamonds;Five;Two pairs
Spades;King;Spades;Three;Diamonds;Six;Hearts;Ace;Spades;Ace;Two pairs
Clubs;Two;Diamonds;Two;Hearts;Six;Clubs;Jack;Hearts;Ten;Two pairs
Diamonds;Ten;Diamonds;Six;Clubs;Three;Hearts;Queen;Hearts;Two;One pair
Spades;Seven;Hearts;Ace;Hearts;Queen;Spades;Five;Spades;Ace;Two pairs
Diamonds;Four;Diamonds;Three;Hearts;Four;Spades;Two;Spades;Six;Two pairs
Diamonds;Five;Clubs;Two;Spades;Five;Clubs;Five;Spades;Ace;Straight
Diamonds;Six;Hearts;Three;Hearts;Queen;Diamonds;Seven;Diamonds;Eight;One pair
Hearts;Two;Diamonds;Six;Spades;Ten;Clubs;Jack;Clubs;Seven;One pair
Diamonds;Four;Diamonds;Ten;Diamonds;Jack;Spades;Five;Spades;Queen;One pair
Diamonds;Eight;Hearts;Two;Hearts;King;Hearts;Queen;Clubs;Nine;One pair
Diamonds;Ace;Diamonds;Six;Hearts;King;Hearts;Seven;Clubs;Three;One pair
Clubs;Two;Hearts;Two;Hearts;Nine;Diamonds;Jack;Clubs;Six;Two pairs
Diamonds;Nine;Hearts;Nine;Diamonds;Three;Clubs;Six;Spades;Seven;Two pairs
Hearts;Two;Diamonds;Three;Spades;Jack;Spades;King;Hearts;Ten;One pair
Clubs;Six;Diamonds;Nine;Diamonds;Seven;Hearts;Ten;Diamonds;Two;One pair
Clubs;Ten;Diamonds;Three;Diamonds;Two;Clubs;Queen;Hearts;Eight;One pair
Clubs;Five;Spades;King;Spades;Eight;Diamonds;Four;Clubs;Queen;One pair
Clubs;Ten;Clubs;Five;Hearts;King;Spades;Nine;Diamonds;Eight;One pair
Clubs;Seven;Diamonds;Nine;Spades;Ten;Spades;Five;Hearts;Nine;Two pairs
Hearts;Two;Hearts;Eight;Diamonds;Four;Diamonds;Queen;Spades;Ten;One pair
Diamonds;King;Clubs;Ace;Spades;Seven;Spades;Ace;Hearts;Five;Two pairs
Hearts;Jack;Hearts;Ace;Spades;Five;Spades;Two;Spades;Six;One pair
Clubs;Jack;Clubs;Seven;Clubs;Five;Spades;Two;Spades;Eight;One pair
Hearts;King;Diamonds;King;Hearts;Ten;Diamonds;Queen;Diamonds;Jack;Two pairs
Clubs;Three;Spades;Eight;Diamonds;Two;Spades;Ace;Hearts;Seven;One pair
Hearts;King;Spades;Ten;Hearts;Three;Spades;Six;Clubs;Three;Two pairs
Diamonds;Four;Clubs;King;Spades;King;Clubs;Queen;Spades;Ace;Two pairs
Clubs;Seven;Diamonds;Six;Clubs;Six;Clubs;Eight;Spades;Six;Straight
Hearts;Ten;Spades;Ten;Diamonds;King;Diamonds;Six;Hearts;Five;Two pairs
Hearts;Queen;Clubs;Nine;Diamonds;Five;Clubs;Four;Spades;Five;Two pairs
Spades;Five;Diamonds;Two;Spades;Ace;Spades;Eight;Clubs;King;One pair
Clubs;Queen;Clubs;Ten;Spades;Jack;Diamonds;Jack;Clubs;Ace;Two pairs
Diamonds;Eight;Hearts;Ace;Diamonds;Ace;Hearts;Five;Hearts;King;Two pairs
Clubs;Nine;Diamonds;Ten;Hearts;Three;Diamonds;Nine;Clubs;King;Two pairs
Clubs;Jack;Clubs;Queen;Hearts;Nine;Diamonds;Five;Spades;King;One pair
Clubs;Six;Hearts;Two;Clubs;Nine;Spades;Six;Diamonds;Three;Two pairs
Clubs;Two;Hearts;Ace;Hearts;Queen;Diamonds;Ace;Diamonds;Jack;Two pairs
Hearts;Queen;Diamonds;Six;Hearts;Three;Spades;Seven;Clubs;Ace;One pair
Hearts;Six;Spades;King;Diamonds;Two;Hearts;Nine;Hearts;Ace;One pair
Diamonds;Two;Diamonds;Four;Diamonds;Jack;Spades;Nine;Clubs;Three;One pair
Diamonds;Five;Hearts;Four;Hearts;Seven;Clubs;Ace;Spades;Eight;One pair
Diamonds;Nine;Hearts;Three;Diamonds;Seven;Hearts;Four;Diamonds;Five;One pair
Hearts;King;Clubs;Eight;Spades;Ten;Clubs;Nine;Spades;Four;One pair
Clubs;Four;Diamonds;King;Hearts;Queen;Diamonds;Nine;Diamonds;Six;One pair
Hearts;Nine;Hearts;Ace;Hearts;Five;Clubs;Five;Hearts;Ten;Two pairs
Clubs;Two;Diamonds;Five;Hearts;Six;Spades;King;Diamonds;Seven;One pair
Diamonds;King;Diamonds;Ace;Spades;Four;Hearts;Ten;Hearts;Jack;One pair
Spades;Six;Hearts;King;Diamonds;Six;Diamonds;Nine;Spades;Two;Two pairs
Hearts;King;Hearts;Nine;Hearts;Five;Spades;Seven;Clubs;Eight;One pair
Clubs;Ten;Hearts;Queen;Hearts;Five;Clubs;Five;Spades;Seven;Two pairs
Diamonds;Ten;Clubs;Three;Spades;Nine;Spades;Three;Diamonds;Nine;Three of a kind
Clubs;Ten;Diamonds;Two;Hearts;Eight;Clubs;Ace;Spades;King;One pair
Spades;Three;Hearts;Ten;Spades;King;Hearts;Two;Clubs;Two;Two pairs
Hearts;Nine;Hearts;Seven;Spades;Three;Spades;Queen;Diamonds;Three;Two pairs
Hearts;Six;Diamonds;Seven;Diamonds;Ace;Hearts;King;Spades;Nine;One pair
Diamonds;Ace;Diamonds;Five;Hearts;Eight;Hearts;Two;Spades;Five;Two pairs
Hearts;Ten;Hearts;Queen;Hearts;Ace;Diamonds;Three;Diamonds;Ace;Two pairs
Clubs;Eight;Diamonds;Ace;Hearts;Queen;Diamonds;Two;Hearts;Eight;Two pairs
Hearts;Five;Spades;Two;Diamonds;Ace;Hearts;Three;Clubs;Ten;One pair
Diamonds;Three;Spades;Jack;Spades;Seven;Clubs;Seven;Clubs;Ten;Two pairs
Clubs;Jack;Diamonds;King;Clubs;Two;Clubs;Four;Spades;Queen;One pair
Hearts;Ace;Clubs;Four;Clubs;Ten;Hearts;Ten;Clubs;Ace;Three of a kind
Spades;Three;Clubs;Jack;Clubs;Two;Hearts;Three;Hearts;Six;Two pairs
Diamonds;Nine;Clubs;Queen;Hearts;Six;Diamonds;Queen;Diamonds;Eight;Two pairs
Diamonds;Six;Spades;Six;Hearts;Nine;Clubs;Eight;Clubs;Seven;Two pairs
Clubs;King;Hearts;Ace;Diamonds;Ten;Clubs;Five;Hearts;Two;One pair
